beta	a	b	lmax	sigmaT/((4 pi)/k^2)	DeltasigmaT	delta_lmax	counter
0.001	100.	0.05	17	0.00004521207365386075	0.00014245452705748061	-0.00010738617742318882	10
0.001202264434617413	83.1763771102671	0.06011322173087065	17	0.00006533234821077902	0.00015904649561031267	-0.00012693775962895767	10
0.001445439770745928	69.18309709189363	0.0722719885372964	17	0.00009439933698372359	0.0001509413570452761	-0.00015094213383498717	10
0.0017378008287493763	57.543993733715666	0.08689004143746881	17	0.0001363963991291225	0.0001469147815046351	-0.0001796209115002176	10
0.0020892961308540386	47.863009232263856	0.10446480654270193	17	0.00019703943815100992	0.00015382551161260968	-0.000214209082372596	10
0.0025118864315095794	39.810717055349734	0.12559432157547898	17	0.00028461476165080225	0.0001530498058188055	-0.0002554496787667523	10
0.003019951720402016	33.11311214825911	0.1509975860201008	17	0.0004110058508852335	0.00015501913558864218	-0.0003053487214157614	10
0.003630780547701014	27.542287033381662	0.1815390273850507	17	0.0005934462855403953	0.00015720900626788525	-0.0003654167022667686	10
0.004365158322401661	22.908676527677724	0.21825791612008305	17	0.0008566914232916823	0.00015908058686300746	-0.00043830465378540996	10
0.005248074602497723	19.054607179632484	0.26240373012488616	17	0.0012364181220808667	0.00015978120354752373	-0.0005250375434037967	10
0.00630957344480193	15.84893192461114	0.3154786722400965	17	0.0017839135295026985	0.0001382514577226663	-0.0006210700642435157	10
0.007585775750291836	13.182567385564074	0.3792887875145918	17	0.0025729052114642106	0.00015855650847457537	-0.0007462170531718727	10
0.009120108393559097	10.96478196143185	0.4560054196779548	17	0.0037043762512168218	0.00015951572917937974	-0.0008971590543901882	10
0.01096478196143185	9.120108393559097	0.5482390980715925	17	0.005335814425218	0.00016002417186563808	-0.0010784088298142753	10
0.013182567385564075	7.585775750291835	0.6591283692782037	17	0.007692700830248158	0.00016027128350268175	-0.0012961092184999258	10
0.015848931924611134	6.3095734448019325	0.7924465962305567	17	0.011064136467013427	0.00016086999606886469	-0.0015579531066628979	10
0.019054607179632473	5.248074602497725	0.9527303589816236	17	0.01579536190702222	0.00016305734888588726	-0.001872692892765523	10
0.022908676527677734	4.365158322401659	1.1454338263838868	17	0.022798065874786395	0.00016342505848726595	-0.0022511612267139052	10
0.02754228703338166	3.6307805477010135	1.3771143516690831	17	0.03263759703916204	0.00016480371866437892	-0.0027057745577433465	10
0.03311311214825911	3.0199517204020156	1.6556556074129556	17	0.04660870148298385	0.00016676603866193538	-0.003252556145562286	10
