beta	a	b	lmax	sigmav/((4 pi)/k^2)	Deltasigmav	delta_lmax	counter
0.001	5000.	0.000020000000000000005	63	1.5292697390967441e-9	0.007405822712985965	-0.00003195749148912057	10
0.001202264434617413	4158.818855513355	0.000024045288692348264	57	1.222694614660868e-9	0.0007843328301147866	-0.00002855511455015159	10
0.001445439770745928	3459.154854594681	0.000028908795414918564	69	1.8010862154407607e-9	0.008195325488598717	-0.000034354336427705955	10
0.0017378008287493763	2877.199686685783	0.000034756016574987535	53	1.0228668310383926e-9	0.004943047668832182	-0.00002595075026130651	10
0.0020892961308540386	2393.1504616131924	0.00004178592261708078	59	1.3439242426226608e-9	0.0017913546771983688	-0.000030159716022504848	10
0.0025118864315095794	1990.5358527674866	0.000050237728630191596	52	1.1083263901961312e-9	0.0003667255455050791	-0.00002666744191892527	10
0.003019951720402016	1655.6556074129553	0.000060399034408040337	61	1.2145261946497836e-9	0.00534014700747489	-0.000029498729593057377	10
0.003630780547701014	1377.114351669083	0.0000726156109540203	50	1.0131640109876999e-9	0.004487016632435972	-0.000025220969302594528	10
0.004365158322401661	1145.433826383886	0.00008730316644803324	54	1.0442246639455512e-9	0.008920055887473601	-0.000026487023693600395	10
0.005248074602497723	952.7303589816241	0.00010496149204995448	49	9.50366167724843e-10	0.007959321757822992	-0.0000247231608709644	10
0.00630957344480193	792.4465962305569	0.00012619146889603864	42	6.763621680118042e-10	0.005622625811677116	-0.00002133515386889989	10
0.007585775750291836	659.1283692782036	0.00015171551500583674	44	8.334527692596719e-10	0.002762788439657877	-0.000022788959296747072	10
0.009120108393559097	548.2390980715925	0.00018240216787118198	37	7.406303703500357e-10	0.0034478730384473596	-0.000019091379570062397	10
0.01096478196143185	456.0054196779548	0.00021929563922863706	29	5.987154778456814e-10	0.007644025164737723	-0.000014638571051190021	10
0.013182567385564075	379.2887875145918	0.00026365134771128153	17	5.926263574417939e-10	0.009980457705983627	-8.75224433208028e-6	10
0.015848931924611134	315.4786722400966	0.00031697863849222273	11	7.638365138770935e-10	0.00867119820524017	-5.92666665037644e-6	10
0.019054607179632473	262.4037301248863	0.0003810921435926495	10	1.0397800818128909e-9	0.004952096207194936	-5.802172698873596e-6	10
0.022908676527677734	218.2579161200829	0.0004581735305535548	10	1.4703534645080362e-9	0.0010200244347120166	-5.7471911531370205e-6	10
0.02754228703338166	181.53902738505067	0.0005508457406676333	10	2.0685069348633287e-9	0.001619564975556358	-4.918209013094855e-6	10
0.03311311214825911	150.99758602010078	0.0006622622429651824	10	2.980612193192618e-9	0.0013580207565174814	-5.5861798518817976e-6	10
