beta	a	b	lmax	sigmaT/((4 pi)/k^2)	DeltasigmaT	delta_lmax	counter
0.001	49999.99999999999	2.0000000000000002e-7	47	6.288916934740707e-10	0.00022618139530441062	-0.00002436328621342895	10
0.001202264434617413	41588.18855513354	2.404528869234826e-7	55	1.4080912444059757e-9	2.1224584529127065e-7	-0.00002680868877969838	10
0.001445439770745928	34591.54854594681	2.8908795414918563e-7	59	1.0064574856998125e-9	0.0070680219419127326	-0.000028607636796325427	10
0.0017378008287493763	28771.996866857833	3.475601657498753e-7	38	3.2972692992902313e-10	0.002443387459356927	-0.00001912301262960825	10
0.0020892961308540386	23931.50461613193	4.1785922617080775e-7	53	1.0566613569780892e-9	0.00690511154684767	-0.00002657856254095742	10
0.0025118864315095794	19905.358527674867	5.023772863019159e-7	52	1.1552303728529676e-9	0.0000606373424102433	-0.000026342883449441884	10
0.003019951720402016	16556.556074129556	6.039903440804033e-7	47	6.851629243907628e-10	0.00479528388604502	-0.000023586344405827622	10
0.003630780547701014	13771.14351669083	7.261561095402028e-7	37	3.4915253635765604e-10	0.0027070312904390404	-0.000018473550920567152	10
0.004365158322401661	11454.338263838861	8.730316644803322e-7	60	1.2121645068351037e-9	0.00022433067130390785	-0.00002991565845962393	10
0.005248074602497723	9527.303589816242	1.0496149204995447e-6	56	1.0402085060383519e-9	0.0036850195969206647	-0.00002871764703925973	10
0.00630957344480193	7924.4659623055695	1.2619146889603861e-6	43	7.63399579300205e-10	0.00933840560743763	-0.000022363226111850756	10
0.007585775750291836	6591.283692782037	1.5171551500583673e-6	40	3.9467706940586403e-10	0.007684914548841562	-0.000019891046896261945	10
0.009120108393559097	5482.390980715925	1.8240216787118195e-6	52	7.79905276585661e-10	0.001635906449478041	-0.000026343776122395794	10
0.01096478196143185	4560.054196779548	2.19295639228637e-6	41	5.984055468417781e-10	0.0035319532153643557	-0.000021490851843269645	10
0.013182567385564075	3792.887875145918	2.636513477112815e-6	46	8.763331543342294e-10	0.002631575581636919	-0.00002353265350343147	10
0.015848931924611134	3154.7867224009665	3.169786384922227e-6	52	5.951737372742459e-10	0.004062893897345505	-0.00002598181329667926	10
0.019054607179632473	2624.0373012488626	3.810921435926495e-6	42	4.0950711030506004e-10	0.0019786899569810535	-0.00002067779968538207	10
0.022908676527677734	2182.5791612008293	4.581735305535547e-6	44	7.872799656582821e-10	0.006686822786640767	-0.000022222684681247176	10
0.02754228703338166	1815.390273850507	5.508457406676333e-6	43	6.804464563260727e-10	0.00015009411552382957	-0.000022780189687670494	10
0.03311311214825911	1509.975860201008	6.622622429651823e-6	64	2.2599873646307974e-9	0.003840923460898324	-0.000031304826021513705	10
0.039810717055349734	1255.9432157547897	7.962143411069947e-6	44	6.133186389120484e-10	0.0021768339695604844	-0.000022253432466257936	10
0.047863009232263824	1044.64806542702	9.572601846452765e-6	37	5.540250500811477e-10	0.001689763872823904	-0.000019009999238501123	10
0.057543993733715694	868.9004143746877	0.000011508798746743139	45	6.413575482774731e-10	0.000015672137584451917	-0.000022279997732176278	10
0.06918309709189366	722.7198853729636	0.000013836619418378732	48	8.125106999907003e-10	0.008843329678014706	-0.00002463255677145095	10
0.08317637711026708	601.1322173087066	0.00001663527542205342	51	6.246083056283326e-10	0.0015128238247095849	-0.000026274535323397104	10
0.1	500.	0.00002	49	7.102499615505114e-10	0.00004108991872543697	-0.000024122082055695518	10
0.12022644346174131	415.8818855513354	0.000024045288692348264	44	6.087919558711174e-10	0.001059794818559369	-0.00002212469183095676	10
0.1445439770745928	345.91548545946813	0.00002890879541491856	32	2.2466595029035163e-10	0.005908264242524604	-0.000016442254011247	10
0.17378008287493762	287.71996866857836	0.00003475601657498753	37	3.276447280406586e-10	0.0017987585797785202	-0.00001859258027075332	10
0.20892961308540386	239.3150461613193	0.00004178592261708078	47	7.547203763828521e-10	0.0076721350493074636	-0.000023774892643944977	10
0.25118864315095796	199.0535852767487	0.000050237728630191596	41	4.491691492429097e-10	0.00187899187347272	-0.000020479767108576037	10
0.3019951720402016	165.56556074129554	0.00006039903440804032	41	4.1390814426621183e-10	0.005942876636551242	-0.00002068525668320166	10
0.3630780547701014	137.7114351669083	0.00007261561095402028	33	3.6563020468035434e-10	0.0023819113490696395	-0.00001709015828764838	10
0.4365158322401661	114.54338263838862	0.00008730316644803323	38	3.7380701932766484e-10	0.009318487262670474	-0.000019106884478683067	10
0.5248074602497729	95.2730358981623	0.00010496149204995457	47	8.35796423469115e-10	0.009134307613022117	-0.00002428889567241714	10
0.6309573444801936	79.24465962305563	0.00012619146889603872	52	9.592320072088253e-10	0.0005399951315139903	-0.000026406560497086814	10
0.7585775750291835	65.91283692782036	0.00015171551500583672	41	5.014390045152395e-10	0.0019316257760317308	-0.000021416307463873727	10
0.9120108393559097	54.823909807159254	0.00018240216787118193	33	2.6021466425726106e-10	0.0002175462374504647	-0.000016637675234666988	10
1.096478196143185	45.600541967795486	0.00021929563922863703	53	1.013370690645846e-9	0.008558975051535822	-0.00002652399463677618	10
