beta	a	b	lmax	sigmav/((4 pi)/k^2)	Deltasigmav	delta_lmax	counter
0.001	250.	0.008	13	4.7603834380176425e-6	4.532002461592412e-6	-5.451079848780628e-6	10
0.001202264434617413	207.94094277566774	0.009618115476939304	13	6.880747558624281e-6	2.0291256209377997e-6	-5.668323557855797e-6	10
0.001445439770745928	172.95774272973406	0.011563518165967424	13	9.946602249578796e-6	2.81797063574886e-6	-4.820114355032841e-6	10
0.0017378008287493763	143.85998433428918	0.01390240662999501	13	0.00001437939818188663	1.3371289392981564e-6	-4.744306415783162e-6	10
0.0020892961308540386	119.65752308065964	0.01671436904683231	13	0.000020789515824153285	2.079165103709436e-6	-4.42641979988622e-6	10
0.0025118864315095794	99.52679263837435	0.020095091452076635	13	0.000030058509932984262	1.0079429535600372e-6	-4.311153799819451e-6	10
0.003019951720402016	82.78278037064777	0.02415961376321613	13	0.00004346804178277838	1.9701890837955885e-6	-3.1420988152348877e-6	10
0.003630780547701014	68.85571758345415	0.029046244381608112	13	0.00006286935446779317	2.238559381646674e-6	-2.3076039217933576e-6	10
0.004365158322401661	57.27169131919431	0.03492126657921329	13	0.00009094104045641468	1.4333619808748165e-6	-1.7468963567518032e-6	10
0.005248074602497723	47.63651794908121	0.04198459681998178	13	0.00013157279145826237	1.6627161434563506e-6	-2.1144480035487034e-7	10
0.00630957344480193	39.62232981152785	0.05047658755841544	13	0.00019038452990827875	1.5674251483487658e-6	7.639686042111901e-7	10
0.007585775750291836	32.95641846391018	0.06068620600233469	13	0.0002754697141988881	1.3992369449201703e-6	2.303165080154722e-6	10
0.009120108393559097	27.411954903579627	0.07296086714847277	13	0.0003988181605778906	1.1520496235018857e-6	3.576904355218534e-6	10
0.01096478196143185	22.800270983897743	0.0877182556914548	13	0.0005775924513653625	9.728468537072546e-7	5.5099550150018895e-6	10
0.013182567385564075	18.96443937572959	0.1054605390845126	13	0.0008368314682112763	9.491434903393613e-7	8.259905867185129e-6	10
0.015848931924611134	15.773933612004832	0.12679145539688907	13	0.001212955301716967	9.821561662836048e-7	0.000011489898267133984	10
0.019054607179632473	13.120186506244314	0.1524368574370598	13	0.001759060236424915	1.091630305178938e-6	0.00001574919979919868	10
0.022908676527677734	10.912895806004148	0.18326941222142187	13	0.0025526232232850245	9.39203206627381e-7	0.00001981474976120817	10
0.02754228703338166	9.076951369252535	0.22033829626705329	13	0.0037068217205904214	9.15330153972209e-7	0.000025576886983761257	10
0.03311311214825911	7.549879301005039	0.2649048971860729	13	0.005387227340895597	9.394048305597392e-7	0.00003168615026672496	10
0.039810717055349734	6.279716078773949	0.3184857364427979	13	0.007836878360992975	9.492694456294412e-7	0.00003997829740883879	10
0.047863009232263824	5.2232403271351	0.3829040738581106	13	0.011412295559023013	8.915222511967825e-7	0.00004929921386901313	10
0.057543993733715694	4.344502071873438	0.46035194986972555	13	0.016637635418335683	8.591183323703778e-7	0.00006028745343263333	10
0.06918309709189366	3.6135994268648184	0.5534647767351493	14	0.024283658373118872	3.271678602702436e-7	0.00004072138585879168	10
0.08317637711026708	3.0056610865435327	0.6654110168821367	14	0.035482759387945116	3.035500516780764e-7	0.000049188899054892915	10
0.1	2.5	0.8	14	0.05189250559758578	3.159865094931967e-7	0.00006187333241040539	10
0.12022644346174131	2.0794094277566773	0.9618115476939305	15	0.07592017353605268	1.2002591194532367e-7	0.00004102282260369914	10
0.1445439770745928	1.7295774272973408	1.1563518165967424	15	0.11100807250063556	1.1437260520663998e-7	0.00005074652278899669	10
0.17378008287493762	1.4385998433428917	1.390240662999501	15	0.16201600274285405	1.1336786888050051e-7	0.00006333269473602977	10
0.20892961308540386	1.1965752308065964	1.671436904683231	16	0.2351641794980396	4.0974317598299756e-8	0.000042107103452148414	10
0.25118864315095796	0.9952679263837433	2.0095091452076637	16	0.33813415717793216	4.1669962063933395e-8	0.000052066536285978	10
0.3019951720402016	0.8278278037064778	2.415961376321613	16	0.47863538577540604	4.223026564047846e-8	0.00006427605692257572	10
0.3630780547701014	0.6885571758345415	2.9046244381608113	17	0.6617344738577957	1.638037182635937e-8	0.00004327101734297622	10
0.4365158322401661	0.5727169131919431	3.492126657921329	17	0.8860750933205737	1.7361007008585517e-8	0.00005341159387788662	10
0.5248074602497729	0.47636517949081153	4.198459681998183	17	1.1424856168348585	1.9639245568806285e-8	0.00006649061862996293	10
0.6309573444801936	0.3962232981152782	5.047658755841549	18	1.4186558006419514	8.415791135646447e-9	0.000044118186557845344	10
0.7585775750291835	0.32956418463910186	6.068620600233468	18	1.7076377836671244	1.044331831359662e-8	0.00005489993564965413	10
0.9120108393559097	0.2741195490357963	7.296086714847277	18	2.007443063249093	1.2350495918317187e-8	0.00006746215414453363	10
1.096478196143185	0.2280027098389774	8.77182556914548	19	2.3028535749814245	5.772094597882124e-9	0.000045009293923408496	10
1.3182567385564075	0.1896443937572959	10.54605390845126	19	2.557441503760912	7.997136397765856e-9	0.00005713261400220888	10
1.584893192461114	0.15773933612004826	12.679145539688912	19	2.7634065068017923	1.011288749816945e-8	0.00006965462090984506	10
1.9054607179632483	0.13120186506244308	15.243685743705987	20	2.9769509110199244	5.111752803738691e-9	0.00004663073867387165	10
2.2908676527677723	0.10912895806004153	18.326941222142178	20	3.195842925354991	6.870185456377677e-9	0.000058340448286560176	10
2.7542287033381663	0.09076951369252534	22.03382962670533	20	3.4330492265366446	9.342147551191445e-9	0.00007223271644486968	10
3.311311214825911	0.0754987930100504	26.49048971860729	21	4.111879600970513	4.313659208032421e-9	0.000048846188464946726	10
3.981071705534973	0.06279716078773949	31.848573644279785	21	5.030813713963437	4.756691834781026e-9	0.00005956384224443852	10
4.786300923226385	0.05223240327135097	38.29040738581108	21	5.95150025410502	5.895476968721604e-9	0.00007446349345100375	10
5.754399373371572	0.043445020718734365	46.03519498697258	22	8.239102231991193	2.3760956312020004e-9	0.00005037173832436315	10
6.918309709189363	0.0361359942686482	55.346477673514904	22	7.252234422282288	3.83722095458626e-9	0.00006222029873259149	10
8.317637711026709	0.030056610865435325	66.54110168821367	22	9.735709427437989	3.983965677282052e-9	0.00007671995916348875	10
10.	0.025	80.	23	5.1754112717958165	4.3955331710813855e-9	0.00005201938527041267	10
12.02264434617413	0.02079409427756677	96.18115476939305	23	11.956740657017074	2.4494346912310663e-9	0.00006364880086536758	10
14.45439770745928	0.017295774272973404	115.63518165967425	24	8.754233837367138	1.8711603383584727e-9	0.00004244452006712663	10
17.378008287493763	0.014385998433428917	139.0240662999501	24	6.577974259392789	3.590292773325812e-9	0.000052947941010491174	10
20.892961308540407	0.01196575230806595	167.14369046832326	24	11.341465807900233	3.1931986528046474e-9	0.0000676331659487594	10
25.11886431509582	0.009952679263837423	200.95091452076656	25	13.667361422724309	1.3869586529536656e-9	0.00004438133954551207	10
30.199517204020193	0.00827827803706477	241.59613763216154	25	11.811600935079463	2.284959046511316e-9	0.00005596394182661255	10
36.30780547701018	0.006885571758345408	290.4624438160814	25	13.367316855520542	2.9157488168611198e-9	0.00006922384840063974	10
43.65158322401656	0.005727169131919437	349.2126657921325	26	12.979238514796053	1.6096950254322805e-9	0.000046034491879234006	10
52.48074602497723	0.004763651794908121	419.84596819981783	25	18.42298322688027	4.345609566181237e-9	0.00010677474674581285	10
63.0957344480193	0.003962232981152785	504.7658755841544	26	14.520275724615027	2.9058901620076295e-9	0.00007204829810925795	10
75.85775750291836	0.0032956418463910187	606.8620600233469	27	18.231416475143433	1.1806615220427913e-9	0.000046567994235611385	10
91.20108393559097	0.0027411954903579627	729.6086714847278	27	21.034037178306622	1.57849742424581e-9	0.000059846534769546167	10
109.64781961431851	0.002280027098389774	877.1825569145481	27	20.950659057882326	2.270328161488762e-9	0.00007515730325279412	10
131.82567385564073	0.0018964439375729592	1054.6053908451258	28	16.914850298419005	1.5512408912322916e-9	0.00005036479224748146	10
