beta	a	b	lmax	sigmaT/((4 pi)/k^2)	DeltasigmaT	delta_lmax	counter
0.001	50.	0.2	20	0.00024879705152022963	0.0012800180828691538	0.0010699248200765725	10
0.001202264434617413	41.58818855513355	0.2404528869234826	20	0.0003597308701814661	0.001274284774108839	0.001286755366087432	10
0.001445439770745928	34.591548545946814	0.2890879541491856	20	0.0005201800547184849	0.0012772166411512307	0.0015473337964371423	10
0.0017378008287493763	28.771996866857833	0.34756016574987525	20	0.000752226507723672	0.0012771225092750064	0.001860834270137064	10
0.0020892961308540386	23.931504616131928	0.41785922617080773	20	0.001087875923365992	0.0012735430052563327	0.0022373529687183765	10
0.0025118864315095794	19.905358527674867	0.5023772863019159	20	0.0015734431926508708	0.0012710566067363053	0.0026901654701297875	10
0.003019951720402016	16.556556074129556	0.6039903440804032	21	0.002278319902986222	0.0010278438254735375	0.002863570365622251	10
0.003630780547701014	13.771143516690831	0.7261561095402028	22	0.003298677642468246	0.0008313086899868809	0.003051112271695536	10
0.004365158322401661	11.454338263838862	0.8730316644803322	23	0.004775904177521611	0.0006727915671332434	0.0032536548987998305	10
0.005248074602497723	9.527303589816242	1.0496149204995446	25	0.006917659374340909	0.0004424748828858956	0.00308415196255979	10
0.00630957344480193	7.92446596230557	1.261914688960386	26	0.010014918325642271	0.0003591316858534763	0.0032961762462434038	10
0.007585775750291836	6.591283692782037	1.517155150058367	28	0.014503097052924014	0.0002369600216950629	0.003136632697744726	10
0.009120108393559097	5.482390980715925	1.8240216787118193	29	0.02099723981621966	0.0001923823153073624	0.0033578914082057045	10
0.01096478196143185	4.560054196779548	2.19295639228637	31	0.030402413134376333	0.0001273407950808427	0.0032055253411416482	10
0.013182567385564075	3.7928878751459174	2.636513477112815	32	0.04400781926145492	0.00010323587891657111	0.0034362200086324314	10
0.015848931924611134	3.1547867224009662	3.1697863849222268	34	0.06368569604360459	0.00006857282740055416	0.003289103443438401	10
0.019054607179632473	2.6240373012488627	3.8109214359264945	35	0.09209778254880929	0.00005587260512219236	0.0035303245560926377	10
0.022908676527677734	2.1825791612008296	4.581735305535547	37	0.13304831673595285	0.00003714947960935724	0.003386509152407401	10
0.02754228703338166	1.8153902738505068	5.5084574066763325	39	0.19187263131488563	0.000024672578929194416	0.0032520151917431444	10
0.03311311214825911	1.5099758602010078	6.622622429651822	40	0.27597070991450773	0.000020300960194823658	0.0034968177781146974	10
0.039810717055349734	1.2559432157547898	7.962143411069947	42	0.3954255037254929	0.000013641792278674872	0.003364287501183589	10
0.047863009232263824	1.0446480654270198	9.572601846452764	43	0.563619708312553	0.000011280880087375652	0.003619779033408548	10
0.057543993733715694	0.8689004143746878	11.508798746743139	45	0.7979494437553432	7.662943212189112e-6	0.0034873266766291904	10
0.06918309709189366	0.7227198853729637	13.836619418378731	47	1.1210944985239342	5.259046660081494e-6	0.0033632906168722726	10
0.08317637711026708	0.6011322173087066	16.635275422053418	48	1.5604568205529927	4.456465032282817e-6	0.003622580296241343	10
0.1	0.5	20.	50	2.1531185409445053	3.115328838499481e-6	0.0034979310083587895	10
0.12022644346174131	0.41588188555133543	24.04528869234826	52	2.9465575238591213	2.2054272474847387e-6	0.0033796839837192403	10
0.1445439770745928	0.34591548545946815	28.908795414918558	53	4.004333463236035	1.91553727117366e-6	0.003644299665468005	10
0.17378008287493762	0.28771996866857835	34.75601657498753	55	5.409789500341982	1.3587769952405265e-6	0.00352382615283292	10
0.20892961308540386	0.23931504616131927	41.78592261708077	57	7.2708721241209355	9.804680127024004e-7	0.003410196993181634	10
0.25118864315095796	0.19905358527674866	50.23772863019159	58	9.723570002350122	8.662771033495565e-7	0.0036797951288786235	10
0.3019951720402016	0.16556556074129555	60.39903440804032	60	12.939282250201149	6.284584957736917e-7	0.0035639784187383406	10
0.3630780547701014	0.1377114351669083	72.61561095402028	62	17.130259802266092	4.579969932182732e-7	0.0034532762460264105	10
0.4365158322401661	0.11454338263838862	87.30316644803322	63	22.555999168628784	4.121113544748998e-7	0.0037292096125347784	10
0.5248074602497729	0.0952730358981623	104.96149204995457	65	29.525644729202853	3.0319793119511666e-7	0.003615714775664902	10
0.6309573444801936	0.07924465962305563	126.19146889603871	67	38.39895403764471	2.2557967118412861e-7	0.003508007530002697	10
0.7585775750291835	0.06591283692782038	151.71551500583672	68	49.57803028074111	2.0594516698420194e-7	0.0037893051538090586	10
0.9120108393559097	0.05482390980715925	182.40216787118192	70	63.48706608085367	1.558061655348802e-7	0.003678642017052773	10
1.096478196143185	0.04560054196779549	219.29563922863701	72	80.53207399436246	1.1861700555075181e-7	0.0035720173441725995	10
1.3182567385564075	0.03792887875145918	263.6513477112815	73	101.03013496679354	1.117236115398585e-7	0.0038608497492735477	10
1.584893192461114	0.03154786722400965	316.9786384922228	74	125.09513437969098	1.0686663827412581e-7	0.004173642374221599	10
1.9054607179632483	0.02624037301248861	381.0921435926497	75	152.4649596131792	1.03465087309937e-7	0.004511572064661727	10
2.2908676527677723	0.021825791612008306	458.17353055355443	77	182.25875475383464	8.379805106267058e-8	0.004385136739406556	10
2.7542287033381663	0.01815390273850507	550.8457406676332	79	212.6692105739852	6.939196660355575e-8	0.004263498943008668	10
3.311311214825911	0.01509975860201008	662.2622429651823	79	240.6442375800401	8.879875017004802e-8	0.005127491899025544	10
3.981071705534973	0.012559432157547897	796.2143411069947	82	261.7365604218839	6.447749775752133e-8	0.004484604076507823	10
4.786300923226385	0.010446480654270195	957.2601846452769	83	270.5853456680364	7.373387393764191e-8	0.004850737138820401	10
5.754399373371572	0.008689004143746872	1150.8798746743144	84	263.0996758591299	8.981975281973812e-8	0.005247508939833382	10
6.918309709189363	0.00722719885372964	1383.6619418378725	86	242.3974741906547	9.425865500053587e-8	0.005107319378736259	10
8.317637711026709	0.006011322173087066	1663.527542205342	89	229.76200698255215	7.858240593298056e-8	0.004473057588373918	10
10.	0.005	2000.	88	259.5103318801497	1.2334327889124306e-7	0.005979384640238006	10
12.02264434617413	0.0041588188555133545	2404.5288692348263	91	327.62887425729144	7.729572125712585e-8	0.005238801822631692	10
14.45439770745928	0.003459154854594681	2890.8795414918563	91	355.1445002694171	1.0302968417103939e-7	0.006300186327543521	10
17.378008287493763	0.002877199686685783	3475.6016574987525	95	366.2206375447584	6.457372811947404e-8	0.004970827320678301	10
20.892961308540407	0.0023931504616131905	4178.592261708081	93	399.0332326427835	1.2847120536692166e-7	0.007381064881422586	10
25.11886431509582	0.001990535852767485	5023.772863019164	97	380.46185637468477	8.717353080842467e-8	0.005826320476638085	10
30.199517204020193	0.001655655607412954	6039.903440804039	96	421.9503551994712	1.3890800229526562e-7	0.007784569683462856	10
36.30780547701018	0.0013771143516690817	7261.561095402036	99	509.71344991304045	9.114065012884661e-8	0.006829680164771394	10
43.65158322401656	0.0011454338263838873	8730.316644803312	98	554.8232078613831	1.4784169886412297e-7	0.009124581598666533	10
52.48074602497723	0.0009527303589816242	10496.149204995445	53	571.6861110615376	0.004310148838647249	-1.4719817905689634	10
63.0957344480193	0.000792446596230557	12619.14688960386	55	577.3905369151621	0.004051470240642016	-1.5341051077393568	10
75.85775750291836	0.0006591283692782036	15171.551500583671	110	644.2256588087214	3.457366980878177e-8	0.004509599423368617	10
91.20108393559097	0.0005482390980715925	18240.216787118195	106	667.4573434996674	1.0786873791466376e-7	0.008245904285355564	10
109.64781961431851	0.00045600541967795487	21929.5639228637	54	614.2004978839173	0.0011442854959815357	-1.243614832695839	10
131.82567385564073	0.0003792887875145918	26365.134771128145	112	737.3421421615918	6.12423025530894e-8	0.006366152099597923	10
158.48931924611142	0.0003154786722400965	31697.863849222285	117	794.5783343984612	3.008092632329503e-8	0.004541954144825299	10
190.54607179632484	0.00026240373012488614	38109.214359264966	114	911.5740025309367	6.938482155539424e-8	0.007472486769861827	10
229.08676527677747	0.0002182579161200828	45817.353055355496	45	317.70635739722036	0.004743748777190302	-0.21662679753712652	10
275.4228703338169	0.0001815390273850505	55084.57406676338	120	921.25040408543	4.2979742609110156e-8	0.005779050982917162	10
331.1311214825914	0.00015099758602010066	66226.22429651828	123	954.901838717175	3.294489787362115e-8	0.005084904811609494	10
398.1071705534977	0.00012559432157547884	79621.43411069954	120	1010.1868382422831	8.214768871668578e-8	0.008360465024068254	10
478.630092322638	0.00010446480654270205	95726.0184645276	52	412.9332745690984	0.005562426235171009	-1.1342198309102902	10
575.4399373371566	0.00008689004143746882	115087.98746743132	126	1077.2395014779152	4.826210785535434e-8	0.006473249620454188	10
691.8309709189363	0.0000722719885372964	138366.19418378724	125	1121.2702277960532	8.21858379509052e-8	0.008641298148883555	10
831.7637711026708	0.00006011322173087066	166352.75422053417	127	1245.719634872418	7.142549208438386e-8	0.008439662030675647	10
1000.	0.00005	200000.	132	1218.7196286955902	3.878187930860386e-8	0.006035609810222812	10
1202.2644346174131	0.000041588188555133545	240452.88692348264	58	598.4757205552972	0.0008219574549978751	-0.4152954075345028	10
1445.439770745928	0.00003459154854594681	289087.95414918556	81	1308.909632675834	0.00433879796905546	-0.11417494945671951	10
1737.8008287493763	0.000028771996866857835	347560.16574987525	60	750.1178390320493	0.00008876323292002961	-0.10655363020219306	10
2089.2961308540407	0.000023931504616131905	417859.22617080814	136	1639.871952204636	5.647430724097133e-8	0.008338184876895062	10
2511.886431509582	0.000019905358527674847	502377.2863019164	69	1056.4519766199019	0.003926180163668272	-0.4085287803680987	10
3019.951720402019	0.000016556556074129538	603990.3440804038	69	1269.1591236575935	0.0015527293515234413	-1.4777724734169815	10
